"title","category","duration","channel","description","url"
"Joga - Siła i Elastyczność 💜 Rozciąganie i Wzmacnianie","Rozciąganie, Medytacja, Siła","22","Małgorzata Mostowska","Joga siła i elastyczność, czyli rozciąganie i wzmacnianie w jednym, to trochę ponad 20 minut nieco szybszego, jednak bardzo przyjemnego i efektywnego praktykowania, które możesz wykonać samodzielnie (np. o poranku czy przed snem) albo połączyć tę jogę z inną - dowolną! Świetnie sprawdzi się power joga, inna joga rozciągająca czy relaksacja (koniecznie na koniec!).  Ta praktyka będzie odpowiednia dla wszystkich, choć początkujący mogą się nieco pogubić :) Lepiej w tym przypadku zacząć sobie od czegoś spokojniejszego :)  Jeśli masz więcej czasu, polecam po tej praktyce przejść do wyciszenia i relaksacji:  https://www.youtube.com/watch?v=6aNaK_awvCE&t=672s   Jeśli masz ochotę jeszcze bardziej rozciągnąć ciało, polecam yin jogę:  https://www.youtube.com/watch?v=D8Y8PCt2ia0&list=PLAU4WUkbbzho1XJpTB7kErBxq-KLqQzou  Jak prawidłowo wykonać pozycję Piramidy: https://www.youtube.com/watch?v=uAHvMtltJv0  Jak odróżnić psa z głową do góry od kobry: https://www.youtube.com/watch?v=yo5-PL0Burk   Ściskam i widzimy się na kolejnych praktykach!   Muzyka: www.epidemicsound.com  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Dołącz do nas na FB: https://www.facebook.com/groups/937273756408877/   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Niezmiennie, dziękuję, że jesteś.  Gosia ♥","https://www.youtube.com/watch?v=d6s72CYggh8"
"Joga na Zdrowy Kręgosłup","Kręgosłup","15","Małgorzata Mostowska","Joga na zdrowy kręgosłup - również dla początkujących, to zestaw pozycji, które pomogą pozbyć się bólu pleców i zachować... zdrowy kręgosłup :)  To spokojna joga, którą z powodzeniem możesz wykonywać codziennie. Ta praktyka wzmocni, rozciągnie i rozluźni Twoje plecy, a to idealne połączenie do tego, aby zachować zdrowy kręgosłup i dobre samopoczucie!  Ćwiczenia, które tutaj wykonamy skierowane są zarówno na kręgosłup szyjny, kręgosłup lędźwiowy, kręgosłup piersiowy i kręgosłup krzyżowy, a więc cały odcinek naszych pleców. Możesz te ćwiczenia potraktować jako rozgrzewkę przed inną praktyką, ale też jako samodzielną praktykę czy wyciszenie po innym treningu.  Mam nadzieję, że Ci się spodoba! :) Do zobaczenia na macie!   Tutaj znajdziesz całą playlistę jogi na zdrowy kręgosłup: https://tiny.pl/t62t2   MUZYKA: EpidemicSound.com   PS Joga w domu to świetny sposób, aby wracać do ulubionych ćwiczeń, kiedy tylko poczujesz taką potrzebę! Wykorzystaj to :)   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym! Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥  Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=Bb1RdxUGdJ0"
"Medytacja prowadzona w 5 minut - Reset dla Umysłu","Medytacja","5","Małgorzata Mostowska","Medytacja w 5 minut to medytacja dla wszystkich, również dla początkujących. Sprawdzi się, gdy czasu nam brak, a chcemy zrobić dla siebie coś nawet tak prostego jak spędzenie 5 minut sam na sam ze sobą.  Ta medytacja to propozycja na każdą porę dnia i nocy  - sprawdzi się o poranku, wieczorem (tuż przed snem), ale też w ciągu dnia - jeśli zechcesz zrobić sobie przerwę od codziennych obowiązków.   Połącz ją z jogą w 5 minut, a uzyskasz świadome 10 minut dla ciała i umysłu - to będzie prawdziwy reset! :)   Joga w 5 minut: https://www.youtube.com/watch?v=CnR78SPjizc&ab_channel=Ma%C5%82gorzataMostowska   Weź zatem głęboki wdech i... daj się poprowadzić ♥  Mam nadzieję, że pomysł Ci się spodoba i będziesz do mnie wracać! :)  MUSIC: EpidemicSound.com   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gp4lj  Wspieraj mnie:  https://patronite.pl/mmyoga  ♥  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=Eo9CuroK1-k"
"Joga w 5 minut - Reset dla Ciała i Umysłu","Stres, Wieczór","5","Małgorzata Mostowska","Joga w 5 minut - restart dla ciała i umysłu to króciutka praktyka dla wszystkich zabieganych i zapracowanych osób.  Możesz ją połączyć z medytacją w 5 minut - aby zapewnić sobie jeszcze więcej ukojenia i dobra :)   https://www.youtube.com/watch?v=Eo9CuroK1-k&ab_channel=Ma%C5%82gorzataMostowska   To praktyka na stres, która złagodzi napięcia nie tylko w ciele, ale i w umyśle. To joga, która będzie odpowiednia zarówno dla początkujących jak i zaawansowanych.   To spokojna joga, którą możesz wykonać zarówno o poranku - wtedy rozbudzi zaspane ciało, jak i na wieczór - aby rozładować stres i poczuć jej spokojną moc. Świetnie jednak sprawdzi się również w ciągu dnia - jako odskocznia od pracy, nauki czy codziennych obowiązków. To taka joga na dni czy chwile, gdy nie czujesz się w pełni spokojny/a, a nie do końca nawet wiesz dlaczego.  Zapraszam na matę!  Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=CnR78SPjizc"
"Medytacja dla Dzieci przed Snem","Medytacja","12","Małgorzata Mostowska","Medytacja dla dzieci przed snem to taki mój prezent dla Was wszystkich na Święta, bo spokojne, kochane dzieci to spokojni i kochani rodzice.   Medytacja dla dzieci to jednak nie tylko praktyka dla najmłodszych, myślę, że każdy z nas się w niej odnajdzie, przecież każdy z nas ma w sobie coś z dziecka.  To medytacja, która zrodziła się w mojej głowie ostatnio, gdyż wieczorami moja prawie 3-letnia córeczka prosi mnie coraz częściej o „historyjki” czy też „opowiadania”. Zauważyłam, że ciekawią ją zwłaszcza te z magią w tle i zwierzętami. Mam nadzieję zatem, że ta magiczna opowieść przypadnie do gustu również Twojemu dziecku (a może i Tobie!).  Daj proszę swojemu dziecku przestrzeń i nie narzucaj niczego. Jeśli nie będzie chętne do odsłuchania, po prostu odpuść. Sięgnie po tę czy inna medytację, gdy będzie na to gotowe. Dzieci wiedzą co jest dla nich dobre.  Ściskam Was ciepło, życząc spokojnego czasu i… dobrej nocy.   Pozostańmy w kontakcie:   INSTAGRAM - https://www.instagram.com/gosiamostowska/  FACEBOOK - https://www.facebook.com/mmostowskayoga/  WWW - http://mmyoga.pl/  BLOG - http://purestyle.pl/  WSPÓŁPRACA: wspolpraca@mmyoga.pl  GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie: https://patronite.pl/mmyoga  🖤   Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym! Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce!  Gosia ♥","https://www.youtube.com/watch?v=VuPMQNT54Jk"
"Joga na Kręgosłup - Ulga w 7 minut!","Kręgosłup, Wieczór","7","Małgorzata Mostowska","Joga na kręgosłup to zestaw pozycji, które pomogą pozbyć się bólu pleców i zachować... zdrowy kręgosłup :)  To propozycja dla osób zarówno początkujących jak i zaawansowanych - sprawdzi się po nocy - gdy nie mamy za dużo czasu, a potrzebujemy się nieco rozruszać :)  Ta praktyka obejmuje kręgosłup szyjny, piersiowy jak i lędźwiowy - skupimy się na każdej części pleców :)  To spokojna joga, którą z powodzeniem możesz wykonywać codziennie. Ta praktyka rozciągnie i rozluźni plecy.  Ćwiczenia, które tutaj wykonamy skierowane są głównie na kręgosłup, jednak jak zapewne zauważysz całe ciało i głowa na nich skorzystają. Możesz te ćwiczenia potraktować jako rozgrzewkę przed inną praktyką, ale też jako samodzielną praktykę czy wyciszenie po innym treningu.  To praktyka trwająca tylko 7 minut, która będzie również odpowiednia dla kobiet w ciąży jak i dla seniorów. Będzie bezpieczna tak naprawdę dla każdego :)  Mam nadzieję, że Ci się spodoba! :) Do zobaczenia na macie!  Cała playlista na zdrowy kręgosłup: https://tiny.pl/t62t2  PS Joga w domu to świetny sposób, aby wracać do ulubionych ćwiczeń, kiedy tylko poczujesz taką potrzebę! Wykorzystaj to :)  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=yIHUcN9qQHg"
"Poranna Joga na Dzień Dobry! 10-minutowe Ćwiczenia dla Ciała i Umysłu","Poranek, Flow, Kręgosłup, Wieczór","10","Małgorzata Mostowska","Poranna joga na dzień dobry to joga zarówno dla początkujących jak i zaawansowanych - inaczej mówiąc: ta joga będzie dobra dla każdego! :) To tylko 10 minut, więc chyba tyle czasu dla siebie znajdziesz? :)  Joga na dobry dzień to praktyka, która delikatnie lecz skutecznie, rozbudzi nasze ciało i umysł, jednak nie jest to tylko praktyka na rano, bowiem sprawdzi się o każdej porze, gdy potrzebujesz rozruszania ciała i wyciszenia umysłu.  To nieco krótsza, bo 10 minutowa sekwencja jogi, która sprawdzi się u osób nie mających wiele czasu z rana (bo umówmy się, mało kto go ma :)). Będziemy skupiać się na wzmacnianiu całego tułowia, rozruszaniu kręgosłupa i rozbudzeniu umysłu!  Joga w domu to wspaniała możliwość praktyki w dowolnym miejscu i czasie! Joga na dobry poranek to jest to!  Widzimy się na macie! :)   PS Poranna rutyna jest tak samo ważna jak ta wieczorna, dlatego zachęcam Cię również do praktyki jogi na dobry sen: https://www.youtube.com/watch?v=Tend1OvZvYM   Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=M1ZlqMt-OQ4"
"Medytacja na Trudny Czas - Pozytywne Afirmacje i Spokój","Stres, Medytacja","16","Małgorzata Mostowska","Medytacja na trudny czas - pozytywne afirmacje i spokój to medytacja na  każdą porę dnia i nocy  - sprawdzi się o poranku, wieczorem (tuż przed snem), ale tez w ciągu dnia - jeśli zechcesz zrobić sobie przerwę od codziennych obowiązków.  Medytacja spokoju i pozytywnych afirmacji to medytacja dla początkujących jak i tych, którzy nie pierwszy raz zagłębiają się w swój umysł.   To praktyka uważności pozwoli Ci być bardziej świadomym swoich myśli, i spojrzeć na nie z punktu widzenia obserwatora, a nie uczestnika czy też autora. Da Ci wgląd do uczuć i emocji, które znajdują się w Tobie. Wprowadzi więcej spokoju do serca jak i umysłu oraz napełni dobrymi, wspierającymi myślami - afirmacjami.  Weź zatem głęboki wdech i... daj się poprowadzić ♥  Mam nadzieję, że ta medytacja Ci pomoże i będziesz do mnie wracać! :)  MUSIC: EpidemicSound.com  Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: kontakt@mmyoga.pl GRUPA NA FB: http://tiny.pl/gp4lj  Wspieraj mnie:  https://patronite.pl/mmyoga  ♥  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=Ljn2ewlbw1M"
"Odczarowałam Swój Pierwszy Poród - Szczęśliwa Historia Mojego Drugiego Porodu","Inne","21","Małgorzata Mostowska","Poród i ciąża bez tabu, to film, w którym opowiem Wam o historii mojego drugiego porodu. Tym razem, będzie to historia szczęśliwa.   Ściskam Was serdecznie i trzymam kciuki za wszystkie przyszłe jak i teraźniejsze mamusie!   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=12U6eC8pvv4"
"Moja Naturalna Pielęgnacja - Kosmetyki, Zabiegi, Botoks, Masaże, Wypełniacze","Stres","23","Małgorzata Mostowska","Moja naturalna pielęgnacja twarzy - czyli jakich kosmetyków używam, jakie firmy lubię, jakie zabiegi kosmetyczne polecam oraz jakie jest moje zdanie na temat wypełniaczy typu botoks czy kwas hialuronowy.  Kochani, wiem, że długo czekaliście na ten film, ale to już wszystko wyjaśniam na samym początku :) Tak jak obiecałam, poniżej znajdziecie linki do wspomnianych przeze mnie kosmetyków:  Kosmetyki D'alechemy: https://tiny.pl/7flrx Kosmetyki tej marki kupuję czasem na limango.pl - można zaopatrzyć się w nie taniej (zwłaszcza jeśli kupimy jakiś zestaw) Polecam Wam również krem pod oczy tej marki, najlepszy jaki używałam do tej pory (choć o nim nie wspomniałam).  Hydrolaty La-Le: https://la-le.pl/kategoria/do-twarzy lub: https://tiny.pl/7flrg Moje ulubione to: malinowy, z róży i borowinowy!  Hydrolaty Ajeden: https://tiny.pl/7flr7 lub: https://ajeden.pl/produkty/hydrolaty/ Waniliowy, ylangowy, żurawinowy, lawendowy... Wszystkie uwielbiam, i nie mogę się doczekać aż wypróbuję ich pozostałej oferty!  Serum Samarite: https://samarite.eu/produkt/divine-elixir/ Serum Timeless: https://tiny.pl/7flr9  Krem Purito SPF 50: https://tiny.pl/7flrc  Olejek z dzikiej róży Yanumi: https://silaroslin.pl/yanumi  Polecam Wam również tez firmy olejek arganowy, morelowy i migdałowy! Wszystkie pięknie zmiękczają, nawilżają i odżywiają skórę :) Jeśli zdecydujecie się wypróbować cokolwiek ze strony silaroslin.pl to w polu na kod rabatowy wpiszcie: gosia10, a dostaniecie 10% zniżki na całe zakupy :)  Silikonowe bańki chińskie czy też płytka gua sha do kupienia w wielu miejscach, np. na allegro.  Jak wykonać masaż bańkami: https://www.youtube.com/watch?v=JgYh8Qw9Plc&t=3s i gua sha: https://www.youtube.com/watch?v=-T45YH1q2mM  Dodatkowo, polecam Wam również kosmetyki takich firm jak: Clochee (bardzo ich lubię i aż się dziwię, że obecnie nie mam od nich żadnego produktu!), BasicLab, Hagi, Koi, Polny Warkocz, Nacomi, Naturativ, Iossi, Make me Bio czy Orientana. A dla mniej wymagających skór: Resibo, Sylveco oraz Vianek, czy Fitomed.   Natalia Mierzwa Kosmetolog (którą bardzo polecam!): https://www.facebook.com/NataliaMierzwaKosmetolog/  Karolina z BohoSpa (do której obecnie chodzę):  https://www.facebook.com/spaboho/  Zabiegi, które lubi moja skóra: Dermapen (ten uwielbia!), zabiegi z wit. C, kwasy, kawitacja, tlen oraz wszelkie dogłębnie oczyszczające i nawilżające skórę (i masaże!!!).  Dodatkowo, o czym nie wspomniałam, a co jest ważne: - pijcie czystą wodę - zainwestujcie w jedwabną poszewkę na poduszkę i zobaczcie różnicę :) - odżywiajcie się zdrowo - praktykujcie spokój w codziennym życiu (stres bardzo szkodzi naszej skórze) - wysypiajcie się - bądźcie aktywni - najlepiej na świeżym powietrzu (skóra dzięki temu będzie lepiej dotleniona)  I pewnie jest jeszcze mnóstwo takich rzeczy, ale... to może temat na inny film :)  Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=RIVcnXgXxWQ"
"Joga na Ukojenie Ciała i Umysłu - Joga na Stres","Stres, Wieczór","20","Małgorzata Mostowska","Joga na ukojenie ciała i umysłu to praktyka na stres, która złagodzi napięcia nie tylko w ciele, ale i w umyśle. To joga, która będzie odpowiednia zarówno dla początkujących jak i zaawansowanych.   To spokojna joga, którą możesz wykonać zarówno o poranku - wtedy rozbudzi zaspane ciało, jak i na wieczór - aby rozładować stres i poczuć jej spokojną moc. Świetnie jednak sprawdzi się również w ciągu dnia - jako odskocznia od pracy, nauki czy codziennych obowiązków. To taka joga na dni czy chwile, gdy nie czujesz się w pełni spokojny/a, a nie do końca nawet wiesz dlaczego.  To praktyka trwająca 20 minut, która będzie również odpowiednia dla kobiet w ciąży (sama nagrywałam ją będąc w 8 miesiącu ciąży). Będzie bezpieczna tak naprawdę dla każdego :)  Zapraszam na matę!  Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=8r45rwCXAA0"
"Joga na Dobry Poranek ♥ 10 minut","Poranek, Flow, Kręgosłup, Wieczór","11","Małgorzata Mostowska","Poranna Joga na Dobry Dzień to joga zarówno dla początkujących jak i bardziej zaawansowanych.  To również świetny sposób na to, aby rozpocząć radośnie i aktywnie dzień!  To nieco krótsza, bo 10 minutowa sekwencja jogi, która sprawdzi się u osób nie mających wiele czasu z rana (bo umówmy się, mało kto go ma :)). Będziemy skupiać się na otwieraniu bioder, rozruszaniu kręgosłupa i rozbudzeniu umysłu!  Joga w domu, to po za tym wspaniała możliwość praktyki w dowolnym miejscu i czasie! Joga na dobry poranek to jest to!  Widzimy się na macie! :)  Raz jeszcze, podziękowania dla Sundose! Gdyby nie ich przemiła ekipa, pewnie nie zdecydowałabym się na kolejną poranną jogę :)  Swój skład Sundose jak i wywiad zdrowotny możesz znaleźć tutaj: https://sundose.io/  MUSIC: EpidemicSound.com  PS Poranna rutyna jest tak samo ważna jak ta wieczorna, dlatego zachęcam Cię również do praktyki jogi na dobry sen: https://www.youtube.com/watch?v=Tend1OvZvYM   Pozostańmy w kontakcie: INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl  Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=HtkfihMvYYU"
"Joga na Kręgosłup Szyjny, Ramiona i Barki ♥ Zdrowy Kręgosłup","Kręgosłup","15","Małgorzata Mostowska","Joga na kręgosłup szyjny, ramiona i barki -  to zestaw pozycji, które pomogą pozbyć się bólu pleców i zachować... zdrowy kręgosłup :)  To propozycja dla osób zarówno początkujących jak i zaawansowanych - nagrywając ten film byłam w 8 miesiącu ciąży, więc jak najbardziej ta joga będzie odpowiednia dla kobiet w ciąży!  To spokojna joga, którą z powodzeniem możesz wykonywać codziennie. Ta praktyka rozciągnie i rozluźni plecy - a zwłaszcza ich górną część, tak niestety często pospinaną u wielu osób.   Ćwiczenia, które tutaj wykonamy skierowane są głównie na kręgosłup szyjny, jednak jak zapewne zauważysz cały kręgosłup (jak i całe ciało i głowa!) na nich skorzystają. Możesz te ćwiczenia potraktować jako rozgrzewkę przed inną praktyką, ale też jako samodzielną praktykę czy wyciszenie po innym treningu.  To praktyka trwająca 15 minut, która będzie również odpowiednia dla kobiet w ciąży (sama nagrywałam ją będąc w 8 miesiącu ciąży). Będzie bezpieczna tak naprawdę dla każdego :)  Mam nadzieję, że Ci się spodoba! :) Do zobaczenia na macie!   Cała playlista na zdrowy kręgosłup: https://tiny.pl/t62t2    PS Joga w domu to świetny sposób, aby wracać do ulubionych ćwiczeń, kiedy tylko poczujesz taką potrzebę! Wykorzystaj to :)   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gpw9h   Wspieraj mnie:  https://patronite.pl/mmyoga  🖤  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=qX33hi03VME"
"Medytacja dla Początkujących - Oddech i Uważność","Stres, Medytacja","11","Małgorzata Mostowska","Medytacja dla początkujących to medytacja prowadzona - oddechu i uważności. Ta medytacja to propozycja na każdą porę dnia i nocy  - sprawdzi się o poranku, wieczorem (tuż przed snem), ale tez w ciągu dnia - jeśli zechcesz zrobić sobie przerwę od codziennych obowiązków.  Medytacja uważności nazywana często mindfulness  to medytacja dla początkujących jak i tych, którzy nie pierwszy raz zagłębiają się w swój umysł.   To praktyka uważności pozwoli Ci być bardziej świadomym swoich myśli, i spojrzeć na nie z punktu widzenia obserwatora, a nie uczestnika czy też autora.   Uważność jest cechą, która przydaje się na co dzień, gdyż pozwala dostrzec nasze stany emocjonalne i  obserwować je z otwartym i ciekawym umysłem, dzięki czemu możemy nawiązać prawdziwy kontakt z samym sobą.   To bezpośrednie doświadczanie tego co dzieje się tu i teraz – w naszym ciele i w naszym umyśle.  Podczas tej praktyki mindfulness (trening uważności) będziemy skupiać się na oddechu i obserwować go.  Weź zatem głęboki wdech i... daj się poprowadzić ♥   Mam nadzieję, że pomysł Ci się spodoba i będziesz do mnie wracać! :)  MUSIC: EpidemicSound.com   Pozostańmy w kontakcie:  INSTAGRAM - https://www.instagram.com/gosiamostowska/ FACEBOOK - https://www.facebook.com/mmostowskayoga/ WWW - http://mmyoga.pl/ BLOG - http://purestyle.pl/ WSPÓŁPRACA: wspolpraca@mmyoga.pl GRUPA NA FB: http://tiny.pl/gp4lj  Wspieraj mnie:  https://patronite.pl/mmyoga  ♥  Jeśli podobał Ci się ten film, daj mi proszę dużego lajka, wtedy wiem, że to co robię, pomaga innym!  Jeśli chcesz pozostać na bieżąco, subskrybuj mój kanał i bądź automatycznie powiadamiany o nowych filmach! :)   Do zobaczenia już wkrótce! Gosia ♥","https://www.youtube.com/watch?v=rbnnXb_Frrc"
